shopify_product_id,title,handle,shopify_admin_url,inventory_quantity,skus,barcodes,content_updated_at,workflow_class,stone_name,has_story_text,has_stone_description,identity_gate,supplier_match,match_confidence,supplier_orderability,supplier_title,supplier_ref,supplier_url,availability_evidence,checked_at,decision_patrice,decision_notes
10357694366043,Bâton de Sauge Blanche Lavande,sauge-blanche-lavande-1,https://admin.shopify.com/store/milaura-2/products/10357694366043,5,3701459086658,,,legacy_or_unknown_workflow,,False,False,manual_verification_required,ambiguous,0.7143,manual_match_required,BÂTON DE SAUGE BLANCHE AVEC LAVANDE 100MM (LOT 3 PIÈCES),3701459091409,https://camille-ambiance-nature.fr/produit/b%C3%A2ton-de-sauge-blanche-avec-lavande-100mm-lot-3-pi%C3%A8ces,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10358583066971,Cage Spirale Argentée,cage-spirale-argentee,https://admin.shopify.com/store/milaura-2/products/10358583066971,5,3667407000483,,,legacy_or_unknown_workflow,,False,False,manual_verification_required,ambiguous,0.6885,manual_match_required,CAGE SPIRALE 08MM ARGENTÉE (LOT 20 PIÈCES),3667407004481,https://camille-ambiance-nature.fr/produit/cage-spirale-08mm-argentee-lot-20-pieces,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402430353755,Chaine Argent 925 Maille Palmier,chaine-argent-925-rhodie-55cm-maille-palmier-2-mm-modele-03,https://admin.shopify.com/store/milaura-2/products/10402430353755,10,,,,legacy_or_unknown_workflow,,True,False,manual_verification_required,ambiguous,0.5818,manual_match_required,CHAINE ARGENT 925 RHODIÉ 45CM MAILLE PALMIER 2 MM MODÈLE 09 (1PIÈCE) LOT N°1A0924,3701459072170,https://camille-ambiance-nature.fr/produit/chaine-argent-925-rhodie-45cm-maille-palmier-2-mm-mod%C3%A8le-09-1pi%C3%A8ce-lot-n%C2%B01a0924,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402430943579,Chaîne Acier Doré,chaine-45cm-reglable-maille-forcat-doree-13-acier-inoxydable,https://admin.shopify.com/store/milaura-2/products/10402430943579,10,,,,legacy_or_unknown_workflow,,True,False,manual_verification_required,weak_match,0.3441,manual_match_required,CHAÎNE 40CM RÉGLABLE MAILLE FORÇAT DORÉE - 12 ACIER INOXYDABLE (LOT DE 3 PIÈCES),3701459096541,https://camille-ambiance-nature.fr/produit/cha%C3%AEne-40cm-reglable-maille-for%C3%A7at-doree---12-acier-inoxydable-lot-de-3-pi%C3%A8ces,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402430124379,Chaîne Argent 925 Rhodié,chaine-argent-925-rhodie-45cm-maille-venitienne-torsadee-1-m,https://admin.shopify.com/store/milaura-2/products/10402430124379,10,,,,legacy_or_unknown_workflow,,True,False,manual_verification_required,weak_match,0.4706,manual_match_required,CHAINE ARGENT 925 RHODIÉ 45CM MAILLE PALMIER 2 MM MODÈLE 09 (1PIÈCE) LOT N°1A0924,3701459072170,https://camille-ambiance-nature.fr/produit/chaine-argent-925-rhodie-45cm-maille-palmier-2-mm-mod%C3%A8le-09-1pi%C3%A8ce-lot-n%C2%B01a0924,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402430648667,Chaîne Maille Vénitienne,chaine-45cm-reglable-maille-venitienne-argentee-08-acier-ino,https://admin.shopify.com/store/milaura-2/products/10402430648667,10,,,,legacy_or_unknown_workflow,,True,False,manual_verification_required,weak_match,0.4615,manual_match_required,CHAÎNE 45CM RÉGLABLE MAILLE VÉNITIENNE DORÉE - 08 ACIER INOXYDABLE (LOT DE 3 PIÈCES),3701459096480,https://camille-ambiance-nature.fr/produit/cha%C3%AEne-45cm-reglable-maille-venitienne-doree---08-acier-inoxydable-lot-de-3-pi%C3%A8ces,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357708980571,Distributeur Savon Aventurine Verte,savon-aventurine-verte,https://admin.shopify.com/store/milaura-2/products/10357708980571,5,3667407007451,,,legacy_or_unknown_workflow,,True,False,manual_verification_required,ambiguous,0.6481,manual_match_required,DISTRIBUTEUR DE SAVON PIERRE BRUTE 100 À 150MM AVENTURINE VERTE A (1 PIÈCE),3701459065820,https://camille-ambiance-nature.fr/produit/distributeur-de-savon-pierre-brute-100-%C3%A0-150mm-aventurine-verte-a-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10359673782619,Druse Cristal de Roche,druse-cristal-de-roche,https://admin.shopify.com/store/milaura-2/products/10359673782619,5,3701459071364,,,legacy_or_unknown_workflow,,True,False,manual_verification_required,ambiguous,0.6769,manual_match_required,DRUSE CRISTAL DE ROCHE A 700 À 900G (1 PIÈCE),3701459099092,https://camille-ambiance-nature.fr/produit/druse-cristal-de-roche-a-700-a-900g-1-piece,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10358582280539,Fleur de Vie,fleur-de-vie,https://admin.shopify.com/store/milaura-2/products/10358582280539,5,3667407007284,,,legacy_or_unknown_workflow,,False,False,manual_verification_required,weak_match,0.4706,manual_match_required,BOL CHANTANT FLEUR DE VIE 120MM (1 PIÈCE),3667407009530,https://camille-ambiance-nature.fr/produit/bol-chantant-fleur-de-vie-120mm-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10359674241371,Géode Améthyste,geode-amethyste-8,https://admin.shopify.com/store/milaura-2/products/10359674241371,5,LOTGEOAMURA5067,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10358875390299,Géode Améthyste,geode-amethyste-7,https://admin.shopify.com/store/milaura-2/products/10358875390299,5,3701459023295,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10358580347227,Géode Améthyste,geode-amethyste-5,https://admin.shopify.com/store/milaura-2/products/10358580347227,5,3701459023325,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10358580379995,Géode Améthyste,geode-amethyste-6,https://admin.shopify.com/store/milaura-2/products/10358580379995,5,3701459023332,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10358580281691,Géode Améthyste,geode-amethyste-3,https://admin.shopify.com/store/milaura-2/products/10358580281691,5,LOTGEOAMURA4904,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357667496283,Géode Améthyste,geode-amethyste-2,https://admin.shopify.com/store/milaura-2/products/10357667496283,5,LOTGEOAMURA5259,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357666414939,Géode Améthyste,geode-amethyste-1,https://admin.shopify.com/store/milaura-2/products/10357666414939,5,LOTGEOAMURA4901,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10358580314459,Géode Améthyste,geode-amethyste-4,https://admin.shopify.com/store/milaura-2/products/10358580314459,5,LOTGEOAMURA4935,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357664809307,Géode Améthyste,geode-amethyste,https://admin.shopify.com/store/milaura-2/products/10357664809307,5,LOTGEOAMURA4595,,,legacy_or_unknown_workflow,Améthyste,True,False,manual_verification_required,weak_match,0.4348,manual_match_required,GÉODE AMÉTHYSTE BORD BRUT URUGUAY A 300 À 500G (1 PIÈCE),3701459087068,https://camille-ambiance-nature.fr/produit/geode-amethyste-bord-brut-uruguay-a-300-%C3%A0-500g-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357689418075,Maillet En Bois,maillet-en-bois,https://admin.shopify.com/store/milaura-2/products/10357689418075,5,3667407009981,,,legacy_or_unknown_workflow,,False,False,manual_verification_required,ambiguous,0.6818,manual_match_required,MAILLET EN BOIS 190MM (1 PIÈCE),3667407010017,https://camille-ambiance-nature.fr/produit/maillet-en-bois-190mm-1-piece,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357704065371,Palo Santo,palo-santo-2,https://admin.shopify.com/store/milaura-2/products/10357704065371,5,3701459062492,,,legacy_or_unknown_workflow,,False,False,manual_verification_required,weak_match,0.4,manual_match_required,ENCENS SATYA PALO SANTO (12 BOITES DE 15G),8904245400996,https://camille-ambiance-nature.fr/produit/encens-satya-palo-santo-12-boites-de-15g,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357649998171,Pendentif Amazonite,pendentif-amazonite-2,https://admin.shopify.com/store/milaura-2/products/10357649998171,5,3701459050338,,,legacy_or_unknown_workflow,Amazonite,True,False,manual_verification_required,ambiguous,0.5352,manual_match_required,PENDENTIF ARGENT 925 AMAZONITE AA N°3802 (2 PIÈCES) 23G,PARG3802,https://camille-ambiance-nature.fr/produit/pendentif-argent-925-amazonite-aa-n%C2%B03802-2-pi%C3%A8ces-23g,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357648851291,Pendentif Amazonite,pendentif-amazonite-1,https://admin.shopify.com/store/milaura-2/products/10357648851291,5,3701459050147,,,legacy_or_unknown_workflow,Amazonite,True,False,manual_verification_required,ambiguous,0.5352,manual_match_required,PENDENTIF ARGENT 925 AMAZONITE AA N°3802 (2 PIÈCES) 23G,PARG3802,https://camille-ambiance-nature.fr/produit/pendentif-argent-925-amazonite-aa-n%C2%B03802-2-pi%C3%A8ces-23g,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357648294235,Pendentif Amazonite Pierre Plate,pendentif-amazonite,https://admin.shopify.com/store/milaura-2/products/10357648294235,5,3701459050130,,,legacy_or_unknown_workflow,Amazonite,True,False,manual_verification_required,weak_match,0.4889,manual_match_required,PENDENTIF PIERRE PLATE OVALE AMAZONITE A 35 À 45MM (1 PIÈCE),3701459050543,https://camille-ambiance-nature.fr/produit/pendentif-pierre-plate-ovale-amazonite-a-35-%C3%A0-45mm-1-pi%C3%A8ce,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402435662171,Pendentif Améthyste Argent Rhodié,pendentif-argent-925-rhodie-modele-01-amethyste-facettee-bre,https://admin.shopify.com/store/milaura-2/products/10402435662171,10,,,,legacy_or_unknown_workflow,Améthyste,True,True,manual_verification_required,weak_match,0.4167,manual_match_required,PENDENTIF ARGENT 925 RHODIÉ MODÈLE 01 AMÉTHYSTE FACETTÉE BRÉSIL AAA (1 PIÈCE) LOT N°1A0126,3667407014169,https://camille-ambiance-nature.fr/produit/pendentif-argent-925-rhodie-modele-01-amethyste-facettee-bresil-aaa-1-piece-lot-n1a0126,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402434416987,Pendentif Améthyste Argent Rhodié,pendentif-argent-925-rhodie-modele-04-amethyste-facettee-bre,https://admin.shopify.com/store/milaura-2/products/10402434416987,10,,,,legacy_or_unknown_workflow,Améthyste,True,True,manual_verification_required,weak_match,0.4167,manual_match_required,PENDENTIF ARGENT 925 RHODIÉ MODÈLE 01 AMÉTHYSTE FACETTÉE BRÉSIL AAA (1 PIÈCE) LOT N°1A0126,3667407014169,https://camille-ambiance-nature.fr/produit/pendentif-argent-925-rhodie-modele-01-amethyste-facettee-bresil-aaa-1-piece-lot-n1a0126,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10402435465563,Pendentif Améthyste Argent Rhodié,pendentif-argent-925-rhodie-modele-05-amethyste-facettee-bre,https://admin.shopify.com/store/milaura-2/products/10402435465563,10,,,,legacy_or_unknown_workflow,Améthyste,True,True,manual_verification_required,weak_match,0.4167,manual_match_required,PENDENTIF ARGENT 925 RHODIÉ MODÈLE 01 AMÉTHYSTE FACETTÉE BRÉSIL AAA (1 PIÈCE) LOT N°1A0126,3667407014169,https://camille-ambiance-nature.fr/produit/pendentif-argent-925-rhodie-modele-01-amethyste-facettee-bresil-aaa-1-piece-lot-n1a0126,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07,,
10357505458523,Pendentif Apatite,pendentif-apatite-1,https://admin.shopify.com/store/milaura-2/products/10357505458523,5,PARG4766,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357514273115,Pendentif Apatite,pendentif-apatite-6,https://admin.shopify.com/store/milaura-2/products/10357514273115,5,PARG4792,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357510373723,Pendentif Apatite,pendentif-apatite-5,https://admin.shopify.com/store/milaura-2/products/10357510373723,5,PARG4781,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357509325147,Pendentif Apatite,pendentif-apatite-4,https://admin.shopify.com/store/milaura-2/products/10357509325147,5,PARG4775,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357507588443,Pendentif Apatite,pendentif-apatite-3,https://admin.shopify.com/store/milaura-2/products/10357507588443,5,PARG4769,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357506376027,Pendentif Apatite,pendentif-apatite-2,https://admin.shopify.com/store/milaura-2/products/10357506376027,5,PARG4767,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357502771547,Pendentif Apatite,pendentif-apatite,https://admin.shopify.com/store/milaura-2/products/10357502771547,5,PARG4758,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,weak_match,0.5075,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357513748827,Pendentif Apatite Bleue,pendentif-apatite-bleue-14,https://admin.shopify.com/store/milaura-2/products/10357513748827,5,PARG4791,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357513224539,Pendentif Apatite Bleue,pendentif-apatite-bleue-13,https://admin.shopify.com/store/milaura-2/products/10357513224539,5,PARG4788,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357512667483,Pendentif Apatite Bleue,pendentif-apatite-bleue-12,https://admin.shopify.com/store/milaura-2/products/10357512667483,5,PARG4787,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357512143195,Pendentif Apatite Bleue,pendentif-apatite-bleue-11,https://admin.shopify.com/store/milaura-2/products/10357512143195,5,PARG4786,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357511618907,Pendentif Apatite Bleue,pendentif-apatite-bleue-10,https://admin.shopify.com/store/milaura-2/products/10357511618907,5,PARG4785,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357511029083,Pendentif Apatite Bleue,pendentif-apatite-bleue-9,https://admin.shopify.com/store/milaura-2/products/10357511029083,5,PARG4783,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357509849435,Pendentif Apatite Bleue,pendentif-apatite-bleue-8,https://admin.shopify.com/store/milaura-2/products/10357509849435,5,PARG4778,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357508800859,Pendentif Apatite Bleue,pendentif-apatite-bleue-7,https://admin.shopify.com/store/milaura-2/products/10357508800859,5,PARG4774,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
10357508178267,Pendentif Apatite Bleue,pendentif-apatite-bleue-6,https://admin.shopify.com/store/milaura-2/products/10357508178267,5,PARG4772,,,legacy_or_unknown_workflow,Apatite,True,False,manual_verification_required,ambiguous,0.6301,manual_match_required,PENDENTIF SERTI OVALE APATITE BLEUE A (LOT 2 PIÈCES),3701459096664,https://camille-ambiance-nature.fr/produit/pendentif-serti-ovale-apatite-bleue-a-lot-2-pieces,Primary Rupture control observed on the authenticated supplier page.,2026-09-07,,
