shopify_product_id,title,handle,public_url,ean_sku_barcode,shopify_inventory_quantity,inventory_policy,public_purchase_state,supplier_identity_method,supplier_identity_evidence,supplier_title,supplier_ref,supplier_url,supplier_availability,supplier_availability_evidence,supplier_checked_at,conversion_priority,collection_page_1_evidence,collections_checked_at,recommendation_not_executed
10359677387099,Pendule Jaspe Rouge,pendule-jaspe-rouge,https://milaura.fr/products/pendule-jaspe-rouge,3701459053872,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459053872 = référence fournisseur 3701459053872.,PENDULE ÉGYPTIEN JASPE ROUGE INDE AB (LOT 3 PIÈCES),3701459053872,https://camille-ambiance-nature.fr/produit/pendule-egyptien-jaspe-rouge-inde-ab-lot-3-pi%C3%A8ces,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Rituels & Bien-être (rang 12, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10359675978075,Pointe Calcédoine Bleue,pointe-calcedoine-bleue-1,https://milaura.fr/products/pointe-calcedoine-bleue-1,3701459075850,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459075850 = référence fournisseur 3701459075850.,POINTE POLIE CALCÉDOINE BLEUE NAMIBIE AAA 80 À 90G (1 PIÈCE),3701459075850,https://camille-ambiance-nature.fr/produit/pointe-polie-calcedoine-bleue-namibie-aaa-80-%C3%A0-90g-1-pi%C3%A8ce,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Pierres & Minéraux (rang 5, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10357668577627,Pyramide Sélénite,pyramide-selenite,https://milaura.fr/products/pyramide-selenite,3701459050123,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459050123 = référence fournisseur 3701459050123.,OBELISQUE SÉLÉNITE A+ PYRAMIDE 90 À 100MM (1 PIÈCE),3701459050123,https://camille-ambiance-nature.fr/produit/obelisque-selenite-a%2B-pyramide-90-%C3%A0-100mm-1-pi%C3%A8ce,orderable,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Pierres & Minéraux (rang 6, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: candidat à la vente fournisseur: valider délai, prix, unité de vente, contenu et photos, puis appliquer le marqueur interne Produit à commander avant réouverture. Aucune action exécutée."
10357488484699,Bracelet Amazonite 12mm,bracelet-amazonite-4,https://milaura.fr/products/bracelet-amazonite-4,3701459015788,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459015788 = référence fournisseur 3701459015788.,BRACELET BOULE 12MM AMAZONITE PÉROU A,3701459015788,https://camille-ambiance-nature.fr/produit/bracelet-boule-12mm-amazonite-perou-a,rupture,Primary Rupture control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Bijoux & Pierres Naturelles (rang 3, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: retirer des mises en avant et des campagnes tant que Camille est en rupture; décider ensuite maintien, attente ou retrait avec traitement SEO séparé. Aucune action exécutée."
10357436711259,Bracelet Baroque Citrine,bracelet-citrine,https://milaura.fr/products/bracelet-citrine,3701459051182,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459051182 = référence fournisseur 3701459051182.,BRACELET BAROQUE CITRINE MADAGASCAR AA (LOT 5 PIÈCES),3701459051182,https://camille-ambiance-nature.fr/produit/bracelet-baroque-citrine-madagascar-aa-lot-5-pi%C3%A8ces,rupture,Primary Rupture control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Bijoux & Pierres Naturelles (rang 5, première page observée) | Bracelets pierres (rang 3, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: retirer des mises en avant et des campagnes tant que Camille est en rupture; décider ensuite maintien, attente ou retrait avec traitement SEO séparé. Aucune action exécutée."
10357442707803,Bracelet Baroque Pierre de Soleil,bracelet-pierre-de-soleil,https://milaura.fr/products/bracelet-pierre-de-soleil,3701459058174,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459058174 = référence fournisseur 3701459058174.,BRACELET BAROQUE PIERRE DE SOLEIL AA (LOT 5 PIÈCES),3701459058174,https://camille-ambiance-nature.fr/produit/bracelet-baroque-pierre-de-soleil-aa-lot-5-pi%C3%A8ces,rupture,Primary Rupture control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 7, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: retirer des mises en avant et des campagnes tant que Camille est en rupture; décider ensuite maintien, attente ou retrait avec traitement SEO séparé. Aucune action exécutée."
10357645771099,Pendentif Tourmaline Noire,pendentif-tourmaline-noire,https://milaura.fr/products/pendentif-tourmaline-noire,3701459007097,0,DENY,out_of_stock_non_buyable,exact_reference,EAN/SKU Shopify 3701459007097 = référence fournisseur 3701459007097.,PENDENTIF PIERRE BRUTE TOURMALINE NOIRE A (LOT 5 PIÈCES),3701459007097,https://camille-ambiance-nature.fr/produit/pendentif-pierre-brute-tourmaline-noire-a-lot-5-pi%C3%A8ces,rupture,Primary Rupture control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Pendentifs (rang 1, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: retirer des mises en avant et des campagnes tant que Camille est en rupture; décider ensuite maintien, attente ou retrait avec traitement SEO séparé. Aucune action exécutée."
10357494055259,Collier Améthyste,collier-amethyste,https://milaura.fr/products/collier-amethyste,3701459084265,0,DENY,out_of_stock_non_buyable,manual_verification_required,"Candidat non concluant: méthode title_match, confiance 0.7907. Vérification humaine requise.",COLLIER LUEUR AMÉTHYSTE AA,3667407018662,https://camille-ambiance-nature.fr/produit/collier-lueur-amethyste-aa,manual_match_required,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 6, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: résoudre manuellement l'identité fournisseur avant tout changement de vente, stock, contenu ou publicité. Aucune action exécutée."
10402435727707,Pendentif Améthyste Argent Rhodié,pendentif-argent-925-rhodie-modele-10-amethyste-facettee-bre,https://milaura.fr/products/pendentif-argent-925-rhodie-modele-10-amethyste-facettee-bre,,0,DENY,out_of_stock_non_buyable,manual_verification_required,"Candidat non concluant: méthode weak_match, confiance 0.4167. Vérification humaine requise.",PENDENTIF ARGENT 925 RHODIÉ MODÈLE 01 AMÉTHYSTE FACETTÉE BRÉSIL AAA (1 PIÈCE) LOT N°1A0126,3667407014169,https://camille-ambiance-nature.fr/produit/pendentif-argent-925-rhodie-modele-01-amethyste-facettee-bresil-aaa-1-piece-lot-n1a0126,manual_match_required,Primary Ajouter control observed on the authenticated supplier page.,2026-09-07T15:47:45+02:00,P0,"Pendentifs (rang 4, première page observée)",2026-09-07T15:48:17+02:00,"Urgent: résoudre manuellement l'identité fournisseur avant tout changement de vente, stock, contenu ou publicité. Aucune action exécutée."
10488132108635,Bague Aigue-Marine Argent,bague-argent-925-modele-01-aigue-marine-bresil-aa-1-piece-lo,https://milaura.fr/products/bague-argent-925-modele-01-aigue-marine-bresil-aa-1-piece-lo,,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bagues en pierres naturelles (rang 1, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357705539931,Bol Sélénite Rond - 100 mm,bol-selenite-rond-100-mm,https://milaura.fr/products/bol-selenite-rond-100-mm,3701459032457,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 12, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357425176923,Boucles d'Oreilles Aventurine,boucles-doreilles-aventurine-1,https://milaura.fr/products/boucles-doreilles-aventurine-1,3701459081875,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Boucles d'oreilles (rang 11, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357431206235,Boucles d'Oreilles Obsidienne Noire 8mm,boucles-doreilles-obsidienne-noire,https://milaura.fr/products/boucles-doreilles-obsidienne-noire,3701459082162,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Boucles d'oreilles (rang 9, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10314320904539,Bougie Réconfort - Calcédoine bleue,bougie-reconfort-neroli-calcedoine,https://milaura.fr/products/bougie-reconfort-neroli-calcedoine,,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bougies & Senteurs (rang 2, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10314321101147,Bougie Sérénité - Améthyste,bougie-serenite-the-amethyste,https://milaura.fr/products/bougie-serenite-the-amethyste,,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bougies & Senteurs (rang 1, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357462532443,Bracelet Agate Fleur de Cerisier 8mm,bracelet-agate-fleur-de-cerisier-1,https://milaura.fr/products/bracelet-agate-fleur-de-cerisier-1,3701459029891,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 11, première page observée) | Bijoux & Pierres Naturelles (rang 1, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357464793435,Bracelet Agate Indienne 8mm,bracelet-agate-indienne-1,https://milaura.fr/products/bracelet-agate-indienne-1,3701459010424,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bijoux & Pierres Naturelles (rang 2, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357453160795,Bracelet Jade Néphrite 6mm,bracelet-jade-nephrite,https://milaura.fr/products/bracelet-jade-nephrite,3701459009299,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bijoux & Pierres Naturelles (rang 8, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357476295003,Bracelet Jade Néphrite 8mm,bracelet-jade-nephrite-3,https://milaura.fr/products/bracelet-jade-nephrite-3,3701459011162,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 9, première page observée) | Bijoux & Pierres Naturelles (rang 7, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357454176603,Bracelet Jaspe Brun 6mm,bracelet-jaspe-brun,https://milaura.fr/products/bracelet-jaspe-brun,3701459009343,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bijoux & Pierres Naturelles (rang 9, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357445525851,Bracelet Jaspe Mokaïte 4mm,bracelet-jaspe-mokaite,https://milaura.fr/products/bracelet-jaspe-mokaite,3701459008285,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bijoux & Pierres Naturelles (rang 10, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357477704027,Bracelet Jaspe Rouge 8mm,bracelet-jaspe-rouge,https://milaura.fr/products/bracelet-jaspe-rouge,3701459052431,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 8, première page observée) | Bijoux & Pierres Naturelles (rang 11, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357446017371,Bracelet Péridot 4mm,bracelet-peridot,https://milaura.fr/products/bracelet-peridot,3701459022120,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bracelets pierres (rang 2, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10358581952859,Bâton de Sauge Blanche et Rose,sauge-blanche-et-rose,https://milaura.fr/products/sauge-blanche-et-rose,3701459086610,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Rituels & Bien-être (rang 5, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
10357707014491,Distributeur Savon Lapis-Lazuli,distributeur-savon-lapis-lazuli,https://milaura.fr/products/distributeur-savon-lapis-lazuli,3701459085101,0,DENY,out_of_stock_non_buyable,not_found,"Aucune fiche authentifiée retrouvée par EAN/SKU, URL ou handle exact, puis recherche fournisseur.",,,,supplier_page_not_found,,2026-09-07T15:47:45+02:00,P0,"Bestsellers (rang 5, première page observée) | Rituels & Bien-être (rang 6, première page observée) | Savons naturels (rang 7, première page observée)",2026-09-07T15:48:17+02:00,Urgent: ne pas convertir en vente fournisseur et ne pas supprimer sans nouvelle preuve d'identité; retirer des mises en avant en attendant la décision. Aucune action exécutée.
