shopify_product_id,title,handle,online_store_url,inventory_quantity,inventory_policy,stone_name,stone_handle,stone_benefits,qualite,provenance,current_stone_description,current_stone_description_length,story_text_length,rewrite_class,proposed_stone_description,patrice_copy_decision
10694383010139,Accessoire porte-clés goutte en quartz rose,accessoire-porte-cles-goutte-en-quartz-rose,https://milaura.fr/products/accessoire-porte-cles-goutte-en-quartz-rose,3,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A - Bonne,,"La pierre polie présente une forme de goutte arrondie, rose pâle à rose plus soutenu. Des zones laiteuses et des inclusions traversent la matière.",146,551,stone_copy_too_short,"La pierre polie présente une forme de goutte arrondie, rose pâle à rose plus soutenu. Des zones laiteuses et des inclusions traversent la matière. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10694385860955,Accessoire porte-clés en améthyste claire,accessoire-porte-cles-en-amethyste-claire,https://milaura.fr/products/accessoire-porte-cles-en-amethyste-claire,2,DENY,Améthyste,amethyste,Apaisement et intuition,Qualité A+ - Élevée,,"La pierre polie présente un contour arrondi irrégulier, avec des tons violet pâle et des passages plus translucides. Les nuances ne sont pas uniformes.",151,561,stone_copy_too_short,"La pierre polie présente un contour arrondi irrégulier, avec des tons violet pâle et des passages plus translucides. Les nuances ne sont pas uniformes. En lithothérapie, l'améthyste est associée à l'apaisement et à l'intuition. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10694371541339,Accessoire flacon roll-on en œil de tigre,accessoire-flacon-roll-on-en-oeil-de-tigre,https://milaura.fr/products/accessoire-flacon-roll-on-en-oeil-de-tigre,1,DENY,Œil de tigre,oeil-de-tigre,Protection et confiance,Qualité A - Bonne,,"Les éclats d’œil de tigre mêlent le brun et le doré. La bille présente une teinte brun doré, dont les reflets varient selon la lumière.",135,537,stone_copy_too_short,"Les éclats d’œil de tigre mêlent le brun et le doré. La bille présente une teinte brun doré, dont les reflets varient selon la lumière. En lithothérapie, l'œil de tigre est associé à la protection et à la confiance. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10694375965019,Orgonite 7 chakras - 60 mm,orgonite-7-chakras-60-mm,https://milaura.fr/products/orgonite-7-chakras-60-mm,1,DENY,Pierres 7 chakras,,,,,Des éclats de plusieurs couleurs sont inclus dans la pyramide. Le nom précis des minéraux n’est pas détaillé pour chacune des couches.,134,488,special_mixed_mineral_copy,"Cette orgonite contient des éclats minéraux de plusieurs couleurs, visibles dans les différentes couches de la pyramide. Leur taille, leur forme et leur répartition varient naturellement d'un exemplaire à l'autre. La composition exacte n'est pas détaillée pierre par pierre pour cette référence. La symbolique reste donc celle du thème des 7 chakras, sans attribuer de vertu particulière à un minéral non identifié.",
10694373769563,Accessoire minéral grenouille en quartz rose - 50 mm,accessoire-mineral-grenouille-en-quartz-rose-50-mm,https://milaura.fr/products/accessoire-mineral-grenouille-en-quartz-rose-50-mm,1,DENY,Quartz rose,quartz-rose,Amour et apaisement,,,"Cette référence est désignée comme une grenouille en quartz rose. La teinte, la transparence et les détails de la pierre réelle restent à confirmer.",148,480,stone_copy_too_short,"Cette référence est désignée comme une grenouille en quartz rose. La teinte, la transparence et les détails de la pierre réelle restent à confirmer. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10694372163931,Accessoire flacon roll-on en quartz rose,accessoire-flacon-roll-on-en-quartz-rose,https://milaura.fr/products/accessoire-flacon-roll-on-en-quartz-rose,4,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A - Bonne,,Les éclats de quartz rose présentent des tons rose pâle et laiteux. La bille est très claire ; les inclusions deviennent visibles à travers le verre.,149,550,stone_copy_too_short,"Les éclats de quartz rose présentent des tons rose pâle et laiteux. La bille est très claire ; les inclusions deviennent visibles à travers le verre. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10694371279195,Accessoire flacon roll-on en obsidienne noire,accessoire-flacon-roll-on-en-obsidienne-noire,https://milaura.fr/products/accessoire-flacon-roll-on-en-obsidienne-noire,5,DENY,Obsidienne noire,obsidienne-noire,Protection et ancrage,Qualité A - Bonne,,Les éclats d’obsidienne sont noirs et opaques. Leur poli renvoie de petits reflets dans le verre ; la bille est noire elle aussi.,129,535,stone_copy_too_short,"Les éclats d’obsidienne sont noirs et opaques. Leur poli renvoie de petits reflets dans le verre ; la bille est noire elle aussi. En lithothérapie, l'obsidienne noire est associée à la protection et à l'ancrage. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10694376849755,Accessoire minéral pointe biterminée en cristal de roche - 30 mm,accessoire-mineral-pointe-biterminee-en-cristal-de-roche-30-mm,https://milaura.fr/products/accessoire-mineral-pointe-biterminee-en-cristal-de-roche-30-mm,10,DENY,Cristal de roche,cristal-de-roche,Clarté et énergie,Qualité A - Bonne,,"Le cristal de roche est blanc à translucide, avec des zones laiteuses et des inclusions. La taille à facettes forme deux pointes opposées.",138,467,stone_copy_too_short,"Le cristal de roche est blanc à translucide, avec des zones laiteuses et des inclusions. La taille à facettes forme deux pointes opposées. En lithothérapie, le cristal de roche est associé à la clarté et à l'énergie. D'une pointe à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10694312657243,Coffret découverte 7 chakras,coffret-decouverte-7-chakras,https://milaura.fr/products/coffret-decouverte-7-chakras,1,DENY,Coffret en carton et sélection minérale,,,,,,0,463,special_mixed_mineral_copy,"Ce coffret réunit une sélection minérale multicolore présentée autour du thème des 7 chakras. Les teintes, les formes et les inclusions varient selon les éléments contenus dans chaque coffret. La composition exacte peut varier et la liste complète des pierres n'est pas précisée pour cette référence. Sa présentation repose donc sur le thème des 7 chakras, sans attribuer une symbolique précise à un minéral non identifié.",
10694315376987,Accessoire flacon roll-on en fluorine multicolore,accessoire-flacon-roll-on-en-fluorine-multicolore,https://milaura.fr/products/accessoire-flacon-roll-on-en-fluorine-multicolore,3,DENY,Fluorine multicolore,fluorine,Concentration et équilibre,Qualité A - Bonne,,"Les éclats mêlent des tons violets, verts et presque transparents. La bille pâle présente elle aussi des nuances discrètes, sans couleur parfaitement uniforme.",159,569,stone_copy_too_short,"Les éclats mêlent des tons violets, verts et presque transparents. La bille pâle présente elle aussi des nuances discrètes, sans couleur parfaitement uniforme. En lithothérapie, la fluorine multicolore est associée à la concentration et à l'équilibre.",
10694314066267,Accessoire flacon roll-on en aventurine verte,accessoire-flacon-roll-on-en-aventurine-verte,https://milaura.fr/products/accessoire-flacon-roll-on-en-aventurine-verte,1,DENY,Aventurine verte,aventurine-verte,Confiance et apaisement,Qualité A - Bonne,,"La transparence du verre laisse voir des éclats vert doux, avec quelques éléments plus clairs. La bille présente également une teinte vert pâle.",144,550,stone_copy_too_short,"La transparence du verre laisse voir des éclats vert doux, avec quelques éléments plus clairs. La bille présente également une teinte vert pâle. En lithothérapie, l'aventurine verte est associée à la confiance et à l'apaisement. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10694313869659,Accessoire minéral croissant gravé en sélénite - 70 à 80 mm,accessoire-mineral-croissant-grave-en-selenite-70-a-80-mm,https://milaura.fr/products/accessoire-mineral-croissant-grave-en-selenite-70-a-80-mm,2,DENY,Sélénite,selenite,Purification et apaisement,Qualité A+ - Élevée,,"La sélénite est ici blanche et légèrement translucide, avec de fines lignes visibles dans la pierre. La gravure souligne les lunes et les étoiles.",146,438,stone_copy_too_short,"La sélénite est ici blanche et légèrement translucide, avec de fines lignes visibles dans la pierre. La gravure souligne les lunes et les étoiles. En lithothérapie, la sélénite est associée à la purification et à l'apaisement. La couleur, les inclusions et le dessin minéral peuvent donc différer naturellement d'un exemplaire à l'autre.",
10694255837531,Bracelet baroque en quartz rose de Madagascar - 16 à 18 cm,bracelet-baroque-en-quartz-rose-de-madagascar-16-a-18-cm,https://milaura.fr/products/bracelet-baroque-en-quartz-rose-de-madagascar-16-a-18-cm,3,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A+ - Élevée,,"Le quartz rose de ce bracelet a une teinte rose pâle, laiteuse à légèrement translucide. Les éclats polis présentent des tailles et des contours irréguliers.",157,481,stone_copy_too_short,"Le quartz rose de ce bracelet a une teinte rose pâle, laiteuse à légèrement translucide. Les éclats polis présentent des tailles et des contours irréguliers. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
10694314754395,Accessoire flacon roll-on en cristal de roche,accessoire-flacon-roll-on-en-cristal-de-roche,https://milaura.fr/products/accessoire-flacon-roll-on-en-cristal-de-roche,5,DENY,Cristal de roche,cristal-de-roche,Clarté et énergie,Qualité A - Bonne,,Les éclats de cristal de roche sont blancs à translucides. La bille claire et le capuchon argenté donnent à ce modèle une présentation peu colorée.,147,553,stone_copy_too_short,"Les éclats de cristal de roche sont blancs à translucides. En lithothérapie, le cristal de roche est associé à la clarté et à l'énergie. D'un éclat à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier. Ces différences naturelles font partie de l'aspect attendu de la pierre et ne constituent pas un défaut.",
10694305808731,Bracelet en quartz rose du Brésil 6 mm - 16 à 18 cm,bracelet-en-quartz-rose-du-bresil-6-mm-16-a-18-cm,https://milaura.fr/products/bracelet-en-quartz-rose-du-bresil-6-mm-16-a-18-cm,1,DENY,Quartz rose,quartz-rose,Amour et apaisement,Qualité A - Bonne,,"Le quartz rose du Brésil présente ici des perles rose pâle, laiteuses à translucides. Les inclusions et les nuances varient entre les exemplaires.",146,412,stone_copy_too_short,"Le quartz rose du Brésil présente ici des perles rose pâle, laiteuses à translucides. Les inclusions et les nuances varient entre les exemplaires. En lithothérapie, le quartz rose est associé à l'amour et à l'apaisement. D'une perle à l'autre, l'intensité de la couleur et la répartition des inclusions peuvent donc varier.",
